,Date,Open,High,Low,Close,Volume,Range
0,2014-12-29,0.22028542893034353,0.2307044161717029,0.2527295003554191,0.23660436877831814,0.04533406957482054,0.025041831000954032
1,2014-12-30,0.2287191027281188,0.22868444111585084,0.25379391723024947,0.2369660719710347,0.042904472667034795,0.014436198844179106
2,2014-12-31,0.22568602178399066,0.23290029287021774,0.25801551132923173,0.24335555893065264,0.04665930425179459,0.014151147961566427
3,2015-01-01,0.22568602178399066,0.23290029287021774,0.25801551132923173,0.24335555893065264,0.04665930425179459,0.014151147961566427
4,2015-01-02,0.23397177100729016,0.2550635553504055,0.26619481663076483,0.26426733184505635,0.056267255659856436,0.06141706905630563
5,2015-01-05,0.2560271263137208,0.261549481126355,0.2798785250511431,0.2611051000979778,0.06526780784097184,0.035963429297941205
6,2015-01-06,0.24074088968759888,0.23972897369441104,0.2339235308528158,0.21454273453424832,0.09541689674213143,0.12131520463117527
7,2015-01-07,0.20252087262508756,0.20699368833529808,0.2255714131379145,0.20985961022304034,0.09061292103810051,0.0385282711650711
8,2015-01-08,0.2159760264912749,0.22409796503142942,0.24410434842400397,0.2344343302700609,0.07940364439536168,0.03248160173508574
9,2015-01-09,0.23337068165931596,0.2351795963641794,0.2483804961600935,0.24368936924950169,0.08172280508006627,0.05546562300127297
10,2015-01-12,0.23446178163306675,0.24060920647828987,0.2583520730882958,0.25082997463490764,0.05698509110988405,0.03931973620414593
11,2015-01-13,0.2445972174240958,0.24506610896130487,0.2624100066398838,0.24645294878766388,0.07156267255659857,0.040427787258850684
12,2015-01-14,0.23740256798959636,0.23946964525630143,0.25672363996955205,0.24240031470803092,0.08067366096079515,0.04109249378995555
13,2015-01-15,0.2590880221588123,0.2766524225760656,0.2829081145823482,0.28257328382163416,0.12816123688569853,0.0770250065639527
14,2015-01-16,0.273800803826169,0.2773288844354709,0.2959549497536855,0.28621766593665954,0.09718387631143016,0.03393777393843711
15,2015-01-19,0.28230852998210887,0.2847784696054334,0.3103755756296469,0.29306159122386943,0.06924351187189398,0.009212529586285247
16,2015-01-20,0.28694150547541253,0.3101570069270825,0.3182000161680236,0.31993612462518395,0.0876311430149089,0.06869916602486723
17,2015-01-21,0.31367625479895445,0.3164482100156405,0.33914397074037006,0.32622363928861176,0.1026504693539481,0.017317008117865736
18,2015-01-22,0.31852181506512367,0.3224339378601295,0.34594948551924287,0.33214021341253774,0.09690778575372723,0.014088078328704168
